orbit_id,split,auditor2_label_answerable,auditor2_failure_type,auditor2_notes
hotpot:5ab44ab25542991779162c58:stable,hotpot_stable_support,,,
hotpot:5a7a3bed5542996c55b2dd45:false_premise,hotpot_false_premise,,,
fever:becbf3a5b37b810767d6576a1f97d4cf:missing,fever_missing_evidence,,,
fever:3701d7097c281592457c545c8b475704:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a73471a5542991f9a20c6d7:false_premise,hotpot_false_premise,,,
fever:3e3cf2f3b300405b4df42f58cd57f786:distractor,fever_distractor_only,,,
fever:48f5f70e6fe2f4fc1832e6fe5854c968:conflict,fever_conflicting_evidence,,,
fever:b33baad305231b6f8be0bdfda21885b4:missing,fever_missing_evidence,,,
fever:66b79a49ae82dd00f020bed681b8d327:missing,fever_missing_evidence,,,
fever:2d970a774ac485e99e19a63becad6831:conflict,fever_conflicting_evidence,,,
fever:d775cdfa9e80847219c174af7893ef0e:conflict,fever_conflicting_evidence,,,
hotpot:5ae1568a55429901ffe4ae6b:stable,hotpot_stable_support,,,
hotpot:5abba584554299642a094afa:stable,hotpot_stable_support,,,
hotpot:5a7905f555429974737f7947:distractor,hotpot_distractor,,,
hotpot:5ab499a55542996a3a969f9f:distractor,hotpot_distractor,,,
fever:8a4f5c335c85011811cd326d0532a5bd:near_miss_dilution,fever_near_miss_dilution,,,
fever:dd237b1c0799c3098721eb9f10c0b8a3:conflict,fever_conflicting_evidence,,,
fever:b39d84bf9eda57cf0901e4cd83d150a7:stable,fever_stable_evidence,,,
fever:6a6bb082ecedeec532bdba1f18a9b60d:near_miss_dilution,fever_near_miss_dilution,,,
fever:a8bc907ab108b4d319a6ceb84fbd8360:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a74bfa55542996c70cfadcf:distractor,hotpot_distractor,,,
hotpot:5a73471a5542991f9a20c6d7:distractor,hotpot_distractor,,,
fever:1c4002eb1ee66c816030357de9f5ada7:distractor,fever_distractor_only,,,
hotpot:5a7e02e05542995ed0d1667c:stable,hotpot_stable_support,,,
fever:2eeb27201fb684650fb99864c974da29:stable,fever_stable_evidence,,,
fever:9f152a0f926233e48854f8fb71d10440:fragile_mixed,fever_fragile_mixed,,,
fever:d6c3dbcb3efa245e197f2affcc827c2d:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a7615fb5542992db9473727:false_premise,hotpot_false_premise,,,
fever:f4b12ca80b01ec5d2144429cfe36d663:distractor,fever_distractor_only,,,
hotpot:5ab9d44255429939ce03dc36:stable,hotpot_stable_support,,,
hotpot:5a7a5ccf55429941d65f25d7:missing_hop,hotpot_missing_hop,,,
fever:fa0f603655a05c3cdd7b2af1d8c482c1:fragile_mixed,fever_fragile_mixed,,,
fever:3701d7097c281592457c545c8b475704:stable,fever_stable_evidence,,,
fever:13f29eefe12b1f108995304b0702ff94:near_miss_dilution,fever_near_miss_dilution,,,
fever:dd1200382175dd95000b12ec9aca6978:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ae773eb5542997b22f6a777:distractor,hotpot_distractor,,,
fever:e03cffc0671620bb304cd4f8979d59bd:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a70f39c5542994082a3e429:missing_hop,hotpot_missing_hop,,,
hotpot:5ab69f9a554299710c8d1ef8:missing_hop,hotpot_missing_hop,,,
fever:8f07cf1686bc953d1bbed9d01116af82:missing,fever_missing_evidence,,,
hotpot:5adf39295542992d7e9f92df:stable,hotpot_stable_support,,,
hotpot:5ae773eb5542997b22f6a777:stable,hotpot_stable_support,,,
hotpot:5ac344d6554299741d48a23f:stable,hotpot_stable_support,,,
hotpot:5ae4c5595542990ba0bbb123:missing_hop,hotpot_missing_hop,,,
fever:bc68040ddfc0fec28f4a705adddfa808:stable,fever_stable_evidence,,,
fever:53dff39d43e881fae9e66887c9b25eca:missing,fever_missing_evidence,,,
hotpot:5adce88b5542992c1e3a249a:false_premise,hotpot_false_premise,,,
fever:fbc9973d9638190455965bfdf88e7bb4:distractor,fever_distractor_only,,,
fever:b9144b8ad4737b2b369fc117e1d73f09:near_miss_dilution,fever_near_miss_dilution,,,
fever:c28aa5a772d112782ad4d550b843085f:fragile_mixed,fever_fragile_mixed,,,
fever:53dff39d43e881fae9e66887c9b25eca:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ac471a5554299194317399a:stable,hotpot_stable_support,,,
hotpot:5ae236445542992decbdcc69:missing_hop,hotpot_missing_hop,,,
fever:3556f2e9d8f29aa49df0dbfc64bfd9a3:fragile_mixed,fever_fragile_mixed,,,
fever:2138380aeaca8fe933ae0d605734bb12:stable,fever_stable_evidence,,,
fever:f46173991afadb7336be97d4e3b37352:stable,fever_stable_evidence,,,
fever:13858b57b98e2f9c12409b0725794920:distractor,fever_distractor_only,,,
fever:06c922a2c8055b776a5dd602e4bca0fc:near_miss_dilution,fever_near_miss_dilution,,,
fever:91a6285eee0f1424f6cddfecf770c9ab:fragile_mixed,fever_fragile_mixed,,,
fever:f0b502679a3f691deb68290e0afe1da0:fragile_mixed,fever_fragile_mixed,,,
fever:03ef9fd00d461455d04454fc9be7c33a:conflict,fever_conflicting_evidence,,,
fever:c474146fe2fd09d1c418090f49f54e9e:conflict,fever_conflicting_evidence,,,
fever:7976b9f18968112447d906bbf5f7eb1b:missing,fever_missing_evidence,,,
fever:df6e485a3b50c0dc9e3cca0a5bd71897:stable,fever_stable_evidence,,,
fever:25dc4f70725e49253af408b42070e0c8:fragile_mixed,fever_fragile_mixed,,,
fever:99a776f1150c72b09e7f0c3c8f17eb0a:fragile_mixed,fever_fragile_mixed,,,
fever:1113ae2184fab587e1bff0982411eb36:stable,fever_stable_evidence,,,
fever:386d36c945bb011d1acb6a755d1914c9:missing,fever_missing_evidence,,,
fever:53dff39d43e881fae9e66887c9b25eca:distractor,fever_distractor_only,,,
hotpot:5ae38b115542990afbd1e183:stable,hotpot_stable_support,,,
fever:2eca9985513b63a439e257a2521a0b2b:distractor,fever_distractor_only,,,
hotpot:5a8712095542991e771816af:distractor,hotpot_distractor,,,
fever:7d4674560187f6a965fa7075e37232d9:conflict,fever_conflicting_evidence,,,
hotpot:5ae7cea355429952e35ea9c1:false_premise,hotpot_false_premise,,,
fever:3330cf2427b9766f8a7ba4b6c22bdb67:missing,fever_missing_evidence,,,
hotpot:5adf51595542993344016c52:stable,hotpot_stable_support,,,
fever:e11b63eeebdea6a9ea693fdcc2002154:conflict,fever_conflicting_evidence,,,
fever:c28aa5a772d112782ad4d550b843085f:missing,fever_missing_evidence,,,
hotpot:5a8257fa55429940e5e1a866:stable,hotpot_stable_support,,,
hotpot:5a7d3470554299452d57bb56:distractor,hotpot_distractor,,,
fever:b33baad305231b6f8be0bdfda21885b4:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ac2546a554299636651997b:missing_hop,hotpot_missing_hop,,,
fever:5e85124bcdf4cc6586d31b0a34d39834:distractor,fever_distractor_only,,,
hotpot:5adc83c65542994d58a2f623:missing_hop,hotpot_missing_hop,,,
fever:2e67502bce2f4e30b9aaed2e3aff8db3:missing,fever_missing_evidence,,,
fever:bf3eea8691dfb03c74e91d3438f534cb:conflict,fever_conflicting_evidence,,,
hotpot:5a74bfa55542996c70cfadcf:false_premise,hotpot_false_premise,,,
hotpot:5ab7f3285542992aa3b8c88f:distractor,hotpot_distractor,,,
fever:64b4a0a09f8bfff1f6ce4b71fddba7c9:missing,fever_missing_evidence,,,
hotpot:5ae4808455429970de88d990:missing_hop,hotpot_missing_hop,,,
hotpot:5ae1f079554299234fd04343:false_premise,hotpot_false_premise,,,
fever:1408011dbcad7d7c877aec250f584583:missing,fever_missing_evidence,,,
fever:b2202ce8707ceab38737f6f75b7b710e:missing,fever_missing_evidence,,,
fever:83d6a70d4372aad244a0527fabb54494:distractor,fever_distractor_only,,,
hotpot:5ac0c1cf5542992a796ded7c:missing_hop,hotpot_missing_hop,,,
fever:ef0f0f07dfaaa6eb22e1650221597941:conflict,fever_conflicting_evidence,,,
hotpot:5a89dd4d554299669944a5e3:stable,hotpot_stable_support,,,
hotpot:5a729fa15542994cef4bc397:stable,hotpot_stable_support,,,
fever:eb315dbd5937a5b0829b1f23a4a54497:distractor,fever_distractor_only,,,
fever:99f924630fdfc48e14737145340b43bc:distractor,fever_distractor_only,,,
fever:957bd9985949e2ad28195ceb83af45c9:conflict,fever_conflicting_evidence,,,
hotpot:5a729fa15542994cef4bc397:missing_hop,hotpot_missing_hop,,,
fever:9e77fb9bb0b14f24af74610baefccba8:distractor,fever_distractor_only,,,
fever:7b10a6fa50b552226e90301412bd438e:distractor,fever_distractor_only,,,
fever:4c48daa520d9990325a69b3b83c6bb03:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a74e5aa5542996c70cfae2e:distractor,hotpot_distractor,,,
fever:836c9cbbf4318eec179b9522b945efd4:fragile_mixed,fever_fragile_mixed,,,
fever:e663d5f8f00d2fd1ea27ccf63ec662c0:missing,fever_missing_evidence,,,
fever:fff87ad0354c088c7fef4b7e21342f94:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ac4f12d55429924173fb4f6:stable,hotpot_stable_support,,,
hotpot:5abc40835542993a06baf8ba:stable,hotpot_stable_support,,,
hotpot:5ade007e5542997545bbbdf4:missing_hop,hotpot_missing_hop,,,
fever:59a392e982882e5756b1ab68a2a44553:distractor,fever_distractor_only,,,
fever:f2a38cc0b0a3707ec5e41f9f3dcec52b:conflict,fever_conflicting_evidence,,,
hotpot:5a7dedef5542995f4f40231a:missing_hop,hotpot_missing_hop,,,
fever:9f152a0f926233e48854f8fb71d10440:distractor,fever_distractor_only,,,
hotpot:5a8f2fed55429918e830d1c7:distractor,hotpot_distractor,,,
fever:bc68040ddfc0fec28f4a705adddfa808:distractor,fever_distractor_only,,,
hotpot:5a70f39c5542994082a3e429:false_premise,hotpot_false_premise,,,
fever:f6d156ccf0c13686b94dfeaaf9536405:distractor,fever_distractor_only,,,
hotpot:5a8f51185542992414482a3d:false_premise,hotpot_false_premise,,,
fever:2e67502bce2f4e30b9aaed2e3aff8db3:stable,fever_stable_evidence,,,
hotpot:5abc40835542993a06baf8ba:false_premise,hotpot_false_premise,,,
fever:d053093088cef29d3950aed6db3de36c:conflict,fever_conflicting_evidence,,,
fever:0e84d99e0acf22dfe4d005573af3b3c1:fragile_mixed,fever_fragile_mixed,,,
fever:bf609af77457797f9f6149f0856539d2:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a7a3bed5542996c55b2dd45:stable,hotpot_stable_support,,,
fever:ce9162d5ca725a54e1507fc8a3f1e491:near_miss_dilution,fever_near_miss_dilution,,,
fever:193b6680613ec77bda65b17217b26bd4:missing,fever_missing_evidence,,,
hotpot:5a8ec7cc5542995a26add518:distractor,hotpot_distractor,,,
fever:79efec98a8d8063f333ca1c9a19718fa:stable,fever_stable_evidence,,,
fever:e8f235cdc9269c5928f507f9603929fa:conflict,fever_conflicting_evidence,,,
fever:702df8de20befaa697b7f16b0bcf23af:conflict,fever_conflicting_evidence,,,
fever:fff87ad0354c088c7fef4b7e21342f94:missing,fever_missing_evidence,,,
fever:b856986527d2056158b4a668a1e167d2:distractor,fever_distractor_only,,,
fever:f6d156ccf0c13686b94dfeaaf9536405:missing,fever_missing_evidence,,,
fever:b993248cee8e8b41ea40bb48d0999b89:missing,fever_missing_evidence,,,
hotpot:5ab926bc554299131ca42285:missing_hop,hotpot_missing_hop,,,
hotpot:5ae4808455429970de88d990:false_premise,hotpot_false_premise,,,
fever:3d392e13a44a51db958cb46811dea8b7:stable,fever_stable_evidence,,,
fever:38b4b3313ba675c1b9f8e10ca91bad5c:stable,fever_stable_evidence,,,
fever:016714803910e36a4d8f16b464dcb617:stable,fever_stable_evidence,,,
fever:7bd377e3aebc282b40b278ed40d991a0:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a7b85c4554299294a54a9d7:distractor,hotpot_distractor,,,
fever:c8332dc3860b9aee291ccaba1da72be8:missing,fever_missing_evidence,,,
hotpot:5a83d0845542996488c2e4e6:false_premise,hotpot_false_premise,,,
fever:cfeafb11cce24c111273cc52faf0a37d:conflict,fever_conflicting_evidence,,,
hotpot:5ae4c5595542990ba0bbb123:false_premise,hotpot_false_premise,,,
fever:956270943e7e377602d738ba602c85d5:missing,fever_missing_evidence,,,
fever:97ae7fcbfec08f9c46cc2bc1a62a20c2:near_miss_dilution,fever_near_miss_dilution,,,
fever:14ec0312e6fb9245abba18b17351d928:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a7615fb5542992db9473727:stable,hotpot_stable_support,,,
hotpot:5ae52c0f5542992663a4f12e:distractor,hotpot_distractor,,,
fever:83d6a70d4372aad244a0527fabb54494:conflict,fever_conflicting_evidence,,,
fever:7e1db4a650a7b6af58262f177d3186e5:distractor,fever_distractor_only,,,
fever:843b3f6987c7a1780290ba1877c8d187:missing,fever_missing_evidence,,,
fever:3e3cf2f3b300405b4df42f58cd57f786:stable,fever_stable_evidence,,,
fever:55876af9a4534f8375d0041ed5813388:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5add1eed5542992ae4cec485:distractor,hotpot_distractor,,,
fever:5df33ab60216181abbffcedb7e57221c:stable,fever_stable_evidence,,,
fever:11616f85a77f01d0801d8485ecd84809:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ae3fe635542996836b02c07:distractor,hotpot_distractor,,,
fever:793efde1706e1eaad1572938ede4ea5f:conflict,fever_conflicting_evidence,,,
fever:5df33ab60216181abbffcedb7e57221c:conflict,fever_conflicting_evidence,,,
fever:1536c4c2df670f0caca8cb3007255eb7:missing,fever_missing_evidence,,,
fever:076749a80d4e4411a65da5dcd43f5b41:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5abe7c515542993f32c2a128:distractor,hotpot_distractor,,,
fever:dd1200382175dd95000b12ec9aca6978:conflict,fever_conflicting_evidence,,,
hotpot:5a72e28f5542992359bc31ba:distractor,hotpot_distractor,,,
fever:95ef7c6ddfbb26e520eed5464bff111a:distractor,fever_distractor_only,,,
fever:99f924630fdfc48e14737145340b43bc:fragile_mixed,fever_fragile_mixed,,,
fever:702df8de20befaa697b7f16b0bcf23af:stable,fever_stable_evidence,,,
fever:8371b76bb463ed466f3daf39a79de8b8:fragile_mixed,fever_fragile_mixed,,,
fever:6447a89275cb5b43cfd7073a237a3a3c:near_miss_dilution,fever_near_miss_dilution,,,
fever:461e5e43eaec137b54d7c604aee6fb38:missing,fever_missing_evidence,,,
hotpot:5adce88b5542992c1e3a249a:stable,hotpot_stable_support,,,
fever:6447a89275cb5b43cfd7073a237a3a3c:missing,fever_missing_evidence,,,
fever:9e77fb9bb0b14f24af74610baefccba8:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5abbb0655542992ccd8e7f72:false_premise,hotpot_false_premise,,,
fever:f795541099098c3ea2fc43775a0bfb6a:stable,fever_stable_evidence,,,
hotpot:5a765fe85542992d0ec060c5:false_premise,hotpot_false_premise,,,
fever:11616f85a77f01d0801d8485ecd84809:conflict,fever_conflicting_evidence,,,
hotpot:5abc0aba55429959677d6a00:missing_hop,hotpot_missing_hop,,,
fever:8c8d581256acbbfb206604d6c416b4ae:near_miss_dilution,fever_near_miss_dilution,,,
fever:49cee899b4557c51bdb4a4a09c0452d4:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ac10832554299012d1db687:missing_hop,hotpot_missing_hop,,,
hotpot:5a90b43455429916514e7523:false_premise,hotpot_false_premise,,,
hotpot:5ab682f85542995eadef001f:stable,hotpot_stable_support,,,
hotpot:5ae1e4095542997283cd22bf:stable,hotpot_stable_support,,,
fever:f3ea0c96c8fea1033fdbbe5959bb8565:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a8da81e554299068b959d7e:missing_hop,hotpot_missing_hop,,,
fever:8eda82476aea93508f4b007f6c5a1c3f:distractor,fever_distractor_only,,,
fever:b93a764a836b84571e8c8d30d6dae9c3:distractor,fever_distractor_only,,,
hotpot:5ab724b45542991d32223785:stable,hotpot_stable_support,,,
hotpot:5a84bda45542992a431d1a96:stable,hotpot_stable_support,,,
hotpot:5a7a5ccf55429941d65f25d7:false_premise,hotpot_false_premise,,,
fever:b9144b8ad4737b2b369fc117e1d73f09:missing,fever_missing_evidence,,,
fever:2b054996552821b176db8b755c717377:distractor,fever_distractor_only,,,
fever:7bd377e3aebc282b40b278ed40d991a0:stable,fever_stable_evidence,,,
fever:1c4002eb1ee66c816030357de9f5ada7:stable,fever_stable_evidence,,,
hotpot:5ac471a5554299194317399a:false_premise,hotpot_false_premise,,,
fever:36791253a6dae3457ffbdc0bd76cad5d:missing,fever_missing_evidence,,,
fever:b5a773342f571283b3571ad9448c9a40:distractor,fever_distractor_only,,,
fever:ebde82cb316a0261d5fbda6e6c17ce6e:missing,fever_missing_evidence,,,
fever:877d6d6721b95c9ad2ef32c728a604ab:conflict,fever_conflicting_evidence,,,
fever:2b1f49f34cfa69719081344d227097bb:stable,fever_stable_evidence,,,
fever:e7abdb3acb8f93cea357bada874bb019:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a893fc855429951533612f0:missing_hop,hotpot_missing_hop,,,
hotpot:5a7c988755429935c91b524d:missing_hop,hotpot_missing_hop,,,
fever:fa0f603655a05c3cdd7b2af1d8c482c1:conflict,fever_conflicting_evidence,,,
fever:e4b0e87098fd749b098c9f34ba773503:distractor,fever_distractor_only,,,
fever:6a6bb082ecedeec532bdba1f18a9b60d:stable,fever_stable_evidence,,,
hotpot:5ae7d03b55429952e35ea9c2:stable,hotpot_stable_support,,,
fever:f3ea0c96c8fea1033fdbbe5959bb8565:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ab3ede755429976abd1bcf4:missing_hop,hotpot_missing_hop,,,
fever:e03cffc0671620bb304cd4f8979d59bd:distractor,fever_distractor_only,,,
fever:11616f85a77f01d0801d8485ecd84809:distractor,fever_distractor_only,,,
fever:1408011dbcad7d7c877aec250f584583:conflict,fever_conflicting_evidence,,,
hotpot:5ab3b50055429969a97a818c:distractor,hotpot_distractor,,,
fever:8af27e51af67106746051ab529625b7e:conflict,fever_conflicting_evidence,,,
fever:877d6d6721b95c9ad2ef32c728a604ab:missing,fever_missing_evidence,,,
hotpot:5a89810655429946c8d6e929:stable,hotpot_stable_support,,,
hotpot:5ae5c74d554299546bf82f58:stable,hotpot_stable_support,,,
fever:8371b76bb463ed466f3daf39a79de8b8:missing,fever_missing_evidence,,,
hotpot:5a7f54665542992097ad2f1a:missing_hop,hotpot_missing_hop,,,
fever:2eca9985513b63a439e257a2521a0b2b:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a8ec7cc5542995a26add518:stable,hotpot_stable_support,,,
fever:8af27e51af67106746051ab529625b7e:missing,fever_missing_evidence,,,
hotpot:5ae773eb5542997b22f6a777:false_premise,hotpot_false_premise,,,
fever:6e8ff4512fd870235e5e5e0515fc74a0:near_miss_dilution,fever_near_miss_dilution,,,
fever:a8bc907ab108b4d319a6ceb84fbd8360:distractor,fever_distractor_only,,,
hotpot:5ae395d85542992f92d82313:false_premise,hotpot_false_premise,,,
fever:3330cf2427b9766f8a7ba4b6c22bdb67:distractor,fever_distractor_only,,,
hotpot:5adf39ce5542995534e8c76d:missing_hop,hotpot_missing_hop,,,
hotpot:5a84bda45542992a431d1a96:false_premise,hotpot_false_premise,,,
fever:e663d5f8f00d2fd1ea27ccf63ec662c0:stable,fever_stable_evidence,,,
hotpot:5ab499a55542996a3a969f9f:false_premise,hotpot_false_premise,,,
hotpot:5ac1d40c5542994d76dccef5:missing_hop,hotpot_missing_hop,,,
hotpot:5abb254c5542992ccd8e7f29:stable,hotpot_stable_support,,,
hotpot:5adec4695542992fa25da83a:stable,hotpot_stable_support,,,
fever:b3bf3e054bc51c613047bbcf930be3c6:stable,fever_stable_evidence,,,
fever:a6134b5a37cdc1ac84fb08cb5c75830c:distractor,fever_distractor_only,,,
hotpot:5a7324e055429901807daf8f:missing_hop,hotpot_missing_hop,,,
hotpot:5ae28b76554299495565daa8:false_premise,hotpot_false_premise,,,
fever:55dbea21a5ddc78795fe720e6d2cd90f:distractor,fever_distractor_only,,,
fever:2ce8305d97542bce4894eb8ec1de118b:near_miss_dilution,fever_near_miss_dilution,,,
fever:97ae7fcbfec08f9c46cc2bc1a62a20c2:fragile_mixed,fever_fragile_mixed,,,
fever:1c4002eb1ee66c816030357de9f5ada7:missing,fever_missing_evidence,,,
fever:3556f2e9d8f29aa49df0dbfc64bfd9a3:distractor,fever_distractor_only,,,
hotpot:5adbe27c55429947ff173854:false_premise,hotpot_false_premise,,,
hotpot:5ab43179554299233955004d:missing_hop,hotpot_missing_hop,,,
fever:8f07cf1686bc953d1bbed9d01116af82:stable,fever_stable_evidence,,,
hotpot:5ac0e0c75542997d64295a6e:false_premise,hotpot_false_premise,,,
hotpot:5a72a2935542991f9a20c546:distractor,hotpot_distractor,,,
hotpot:5ae5390355429960a22e0271:false_premise,hotpot_false_premise,,,
hotpot:5adf39ce5542995534e8c76d:false_premise,hotpot_false_premise,,,
hotpot:5a8a9bc15542996c9b8d5f36:stable,hotpot_stable_support,,,
fever:e7abdb3acb8f93cea357bada874bb019:conflict,fever_conflicting_evidence,,,
hotpot:5a7b63eb55429931da12ca7e:distractor,hotpot_distractor,,,
hotpot:5a72e28f5542992359bc31ba:false_premise,hotpot_false_premise,,,
fever:35a77ed2125968f8b7b35c40173f099f:stable,fever_stable_evidence,,,
hotpot:5ae07ddb55429945ae95937b:false_premise,hotpot_false_premise,,,
fever:e03cffc0671620bb304cd4f8979d59bd:missing,fever_missing_evidence,,,
fever:99a776f1150c72b09e7f0c3c8f17eb0a:near_miss_dilution,fever_near_miss_dilution,,,
fever:b51b7780dc39a17fa6b1646f0a0274af:near_miss_dilution,fever_near_miss_dilution,,,
fever:1c7e6e416edc4a638d44f1a3ad7ff666:distractor,fever_distractor_only,,,
fever:8c8d581256acbbfb206604d6c416b4ae:fragile_mixed,fever_fragile_mixed,,,
fever:f46173991afadb7336be97d4e3b37352:distractor,fever_distractor_only,,,
fever:2eca9985513b63a439e257a2521a0b2b:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a8ccceb554299653c1aa128:stable,hotpot_stable_support,,,
hotpot:5a86f13c554299211dda2b5e:distractor,hotpot_distractor,,,
hotpot:5a8b231055429949d91db4c9:stable,hotpot_stable_support,,,
hotpot:5a8430335542996488c2e500:stable,hotpot_stable_support,,,
hotpot:5abb7ff15542996cc5e4a015:stable,hotpot_stable_support,,,
hotpot:5ae537e45542990ba0bbb235:false_premise,hotpot_false_premise,,,
fever:7466dbd0ec1b3c658b82f41744d30ea7:distractor,fever_distractor_only,,,
hotpot:5ae446fc5542995ad6573d24:false_premise,hotpot_false_premise,,,
fever:55876af9a4534f8375d0041ed5813388:fragile_mixed,fever_fragile_mixed,,,
fever:e4b0e87098fd749b098c9f34ba773503:missing,fever_missing_evidence,,,
fever:fbc9973d9638190455965bfdf88e7bb4:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a7a73e45542996c55b2ddb6:stable,hotpot_stable_support,,,
hotpot:5a80e4b255429938b6142239:stable,hotpot_stable_support,,,
fever:bdea39338edbc0d7c1763b26c1706893:conflict,fever_conflicting_evidence,,,
fever:becbf3a5b37b810767d6576a1f97d4cf:stable,fever_stable_evidence,,,
hotpot:5a8ec7cc5542995a26add518:missing_hop,hotpot_missing_hop,,,
fever:2901ed5ba7fc11c31ce9f03f356dd705:missing,fever_missing_evidence,,,
fever:3330cf2427b9766f8a7ba4b6c22bdb67:conflict,fever_conflicting_evidence,,,
fever:d775cdfa9e80847219c174af7893ef0e:fragile_mixed,fever_fragile_mixed,,,
fever:f4b12ca80b01ec5d2144429cfe36d663:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ab1eac95542993be8fa987f:missing_hop,hotpot_missing_hop,,,
fever:386d36c945bb011d1acb6a755d1914c9:stable,fever_stable_evidence,,,
fever:6447a89275cb5b43cfd7073a237a3a3c:conflict,fever_conflicting_evidence,,,
fever:3556f2e9d8f29aa49df0dbfc64bfd9a3:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a7a5ccf55429941d65f25d7:distractor,hotpot_distractor,,,
hotpot:5ade007e5542997545bbbdf4:false_premise,hotpot_false_premise,,,
fever:d2f42de0037339ce7a7027a999a10da4:stable,fever_stable_evidence,,,
fever:7d4674560187f6a965fa7075e37232d9:fragile_mixed,fever_fragile_mixed,,,
hotpot:5adc83c65542994d58a2f623:false_premise,hotpot_false_premise,,,
fever:bf609af77457797f9f6149f0856539d2:stable,fever_stable_evidence,,,
fever:92fc5c3d85cffe74a2ccbca0986f594c:conflict,fever_conflicting_evidence,,,
fever:2eca9985513b63a439e257a2521a0b2b:stable,fever_stable_evidence,,,
hotpot:5adec4695542992fa25da83a:missing_hop,hotpot_missing_hop,,,
hotpot:5a8712095542991e771816af:false_premise,hotpot_false_premise,,,
hotpot:5a8f51185542992414482a3d:stable,hotpot_stable_support,,,
hotpot:5ae5c74d554299546bf82f58:false_premise,hotpot_false_premise,,,
fever:c7f802075a39c81ed5d526bfb4af73de:missing,fever_missing_evidence,,,
hotpot:5a7b63eb55429931da12ca7e:missing_hop,hotpot_missing_hop,,,
fever:a25c93484337dabb86b544405e2ac5fa:conflict,fever_conflicting_evidence,,,
hotpot:5ab7f3285542992aa3b8c88f:stable,hotpot_stable_support,,,
hotpot:5a72c6f65542994cef4bc402:stable,hotpot_stable_support,,,
hotpot:5a74e5aa5542996c70cfae2e:false_premise,hotpot_false_premise,,,
hotpot:5ae236b2554299495565da3e:stable,hotpot_stable_support,,,
fever:877d6d6721b95c9ad2ef32c728a604ab:distractor,fever_distractor_only,,,
fever:bdea39338edbc0d7c1763b26c1706893:fragile_mixed,fever_fragile_mixed,,,
fever:7e1db4a650a7b6af58262f177d3186e5:fragile_mixed,fever_fragile_mixed,,,
fever:ebde82cb316a0261d5fbda6e6c17ce6e:conflict,fever_conflicting_evidence,,,
fever:7b10a6fa50b552226e90301412bd438e:missing,fever_missing_evidence,,,
fever:651fe439c46d953ed6d07914e2e745bf:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ae6914755429908198fa627:false_premise,hotpot_false_premise,,,
hotpot:5ab4b9f75542990594ba9ca4:distractor,hotpot_distractor,,,
fever:bacdead57c0582873a2d4e1c958e0211:fragile_mixed,fever_fragile_mixed,,,
fever:fa6153ce2a81a8a8c5d06ef51d85082d:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ae5390355429960a22e0271:distractor,hotpot_distractor,,,
hotpot:5a7149595542994082a3e76f:false_premise,hotpot_false_premise,,,
fever:7d4674560187f6a965fa7075e37232d9:distractor,fever_distractor_only,,,
fever:36791253a6dae3457ffbdc0bd76cad5d:distractor,fever_distractor_only,,,
fever:d053093088cef29d3950aed6db3de36c:fragile_mixed,fever_fragile_mixed,,,
fever:e5058780c6af8f09b4713c01e3add958:distractor,fever_distractor_only,,,
fever:5f659bc392f88fc161676aa83bf206cf:missing,fever_missing_evidence,,,
hotpot:5abbb0655542992ccd8e7f72:distractor,hotpot_distractor,,,
hotpot:5ac10832554299012d1db687:distractor,hotpot_distractor,,,
fever:9f152a0f926233e48854f8fb71d10440:stable,fever_stable_evidence,,,
fever:4a3f9e1ee1dbb6ed2ea7e950cb2a9f85:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5aba72d75542994dbf019912:false_premise,hotpot_false_premise,,,
hotpot:5abc40835542993a06baf8ba:missing_hop,hotpot_missing_hop,,,
fever:574bd7335867fa5e4bdc54aed8219daf:stable,fever_stable_evidence,,,
hotpot:5a90b43455429916514e7523:distractor,hotpot_distractor,,,
hotpot:5ae07ddb55429945ae95937b:missing_hop,hotpot_missing_hop,,,
