audit_id,auditor_labels,adjudicated_label_semantic,adjudicated_label_answerable,adjudication_notes
v4_paper1000_mixed_blind1000-00001,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00376,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00377,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00378,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00379,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00380,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00381,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00382,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00383,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00384,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00385,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00386,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00387,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00388,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00389,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00390,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00391,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00392,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00393,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00394,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00395,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00396,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00397,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00398,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00399,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00400,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00401,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00402,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00403,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00404,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00405,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00406,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00407,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00408,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00409,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00410,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00411,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00412,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00413,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00414,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00415,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00416,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00417,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00418,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00419,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00420,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00421,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00422,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00423,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00424,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00425,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00426,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00427,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00428,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00429,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00430,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00431,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00432,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00433,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00434,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00435,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00436,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00437,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00438,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00439,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00440,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00441,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00442,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00443,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00444,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00445,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00446,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00447,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00448,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00449,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00450,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00451,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00452,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00453,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00454,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00455,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00456,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00457,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00458,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00459,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00460,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00461,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00462,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00463,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00464,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00465,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00466,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00467,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00468,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00469,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00470,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00471,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00472,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00473,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00474,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00475,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00476,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00477,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00478,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00479,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00480,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00481,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00482,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00483,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00484,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00485,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00486,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00487,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00488,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00489,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00490,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00491,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00492,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00493,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00494,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00495,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00496,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00497,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00498,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00499,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00500,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00501,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00502,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00503,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00504,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00505,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00506,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00507,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00508,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00509,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00510,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00511,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00512,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00513,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00514,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00515,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00516,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00517,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00518,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00519,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00520,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00521,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00522,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00523,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00524,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00525,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00526,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00527,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00528,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00529,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00530,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00531,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00532,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00533,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00534,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00535,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00536,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00537,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00538,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00539,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00540,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00541,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00542,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00543,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00544,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00545,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00546,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00547,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00548,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00549,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00550,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00551,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00552,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00553,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00554,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00555,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00556,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00557,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00558,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00559,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00560,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00561,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00562,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00563,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00564,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00565,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00566,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00567,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00568,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00569,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00570,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00571,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00572,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00573,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00574,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00575,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00576,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00577,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00578,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00579,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00580,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00581,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00582,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00583,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00584,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00585,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00586,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00587,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00588,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00589,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00590,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00591,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00592,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00593,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00594,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00595,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00596,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00597,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00598,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00599,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00600,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00601,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00602,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00603,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00604,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00605,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00606,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00607,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00608,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00609,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00610,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00611,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00612,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00613,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00614,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00615,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00616,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00617,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00618,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00619,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00620,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00621,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00622,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00623,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00624,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00625,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00626,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00627,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00628,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00629,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00630,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00631,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00632,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00633,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00634,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00635,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00636,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00637,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00638,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00639,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00640,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00641,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00642,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00643,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00644,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00645,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00646,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00647,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00648,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00649,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00650,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00651,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00652,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00653,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00654,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00655,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00656,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00657,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00658,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00659,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00660,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00661,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00662,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00663,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00664,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00665,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00666,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00667,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00668,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00669,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00670,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00671,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00672,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00673,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00674,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00675,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00676,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00677,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00678,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00679,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00680,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00681,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00682,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00683,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00684,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00685,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00686,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00687,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00688,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00689,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00690,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00691,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00692,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00693,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00694,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00695,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00696,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00697,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00698,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00699,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00700,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00701,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00702,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00703,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00704,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00705,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00706,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00707,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00708,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00709,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00710,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00711,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00712,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00713,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00714,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00715,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00716,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00717,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00718,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00719,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00720,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00721,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00722,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00723,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00724,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00725,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00726,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00727,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00728,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00729,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00730,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00731,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00732,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00733,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00734,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00735,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00736,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00737,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00738,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00739,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00740,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00741,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00742,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00743,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00744,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00745,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00746,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00747,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00748,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00749,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00750,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00751,auditor1=:; auditor2=:,,,
